RoundID,MatchID,TeamInitials,CoachName,LineUp,JerseyNumber,PlayerName,PlayerPosition,Event
201,1090,BEL,GOETINCK HECTOR (BEL),S,0,BERNARD VOORHOOF,,
201,1090,USA,MILLAR BOB (USA),S,0,JIM BROWN,,
201,1090,BEL,GOETINCK HECTOR (BEL),S,0,PIERRE BRAINE,C,
201,1090,USA,MILLAR BOB (USA),N,0,FRANK VAUGHN,,
201,1090,BEL,GOETINCK HECTOR (BEL),N,0,ALEXIS CHANTRAINE,,
201,1090,USA,MILLAR BOB (USA),N,0,MIKE BOOKIE,,
201,1090,BEL,GOETINCK HECTOR (BEL),N,0,JEAN DE BIE,,
201,1090,USA,MILLAR BOB (USA),N,0,JIM GENTLE,,
201,1090,BEL,GOETINCK HECTOR (BEL),N,0,ANDRE SAEYS,,
201,1090,USA,MILLAR BOB (USA),N,0,PHIL SLONE,,
201,1090,BEL,GOETINCK HECTOR (BEL),N,0,HENRI DE DEKEN,,
201,1090,USA,MILLAR BOB (USA),N,0,ARNIE OLIVER,,
201,1090,BEL,GOETINCK HECTOR (BEL),N,0,GERARD DELBEKE,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,MILOVAN JAKSIC,GK,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,JOEL,GK,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,BLAGOJE MARJANOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,TEOPHILO,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,DRAGAN MIHAJLOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,POLY,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,MILORAD ARSENIJEVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,FAUSTO,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,IVICA BEK,,G30'
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,PREGUINHO,C,G62'
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,MOMCILO DJOKIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,NILO,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,MILUTIN IVKOVIC,C,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,BRILHANTE,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,DJORDJE VUJADINOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,ARAKEN,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,ALEKSANDAR TIRNANIC,,G21'
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,HERMOGENES,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,BRANISLAV SEKULIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,ITALIA,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),S,0,LJUBISA STEFANOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),S,0,FERNANDO GIUDICELLI,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),N,0,DRAGAN TOSIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,CARVALHO LEITE,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),N,0,MILAN STOJANOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,BENEDICTO,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),N,0,TEOFILO SPASOJEVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,OSCARINO,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),N,0,BRANISLAV HRNJICEK,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,BENVENUTTO,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),N,0,VLASTIMIR PETKOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,DOCA,,
201,1093,YUG,SIMONOVIC BOSKO (YUG),N,0,DRAGUTIN NAJDANOVIC,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,PAMPLONA,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,FORTES,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,MANOELZINHO,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,IVAN MARIZ,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,MODERATO,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,VELLOSO,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,ZE LUIS,,
201,1093,BRA,DE CARVALHO PINDARO (BRA),N,0,RUSSINHO,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,ION LAPUSNEANU,GK,
201,1098,PER,BRU FRANCISCO (ESP),S,0,JUAN VALDIVIESO,GK,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,LADISLAU RAFFINSKY,,
201,1098,PER,BRU FRANCISCO (ESP),S,0,ALEJANDRO VILLANUEVA,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,RUDOLF BUERGER,,
201,1098,PER,BRU FRANCISCO (ESP),S,0,JULIO LORES,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,ADALBERT DESU,,G1'
201,1098,PER,BRU FRANCISCO (ESP),S,0,PLACIDO GALINDO,C,R70'
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,ALFRED EISENBEISSER,,
201,1098,PER,BRU FRANCISCO (ESP),S,0,DOMINGO GARCIA,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,NICOLAE KOVACS,,G89'
201,1098,PER,BRU FRANCISCO (ESP),S,0,JOSE MARIA LAVALLE,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,CONSTANTIN STANCIU,,G79'
201,1098,PER,BRU FRANCISCO (ESP),S,0,MARIO DE LAS CASAS,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,ADALBERT STEINER,,
201,1098,PER,BRU FRANCISCO (ESP),S,0,ALBERTO DENEGRI,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,EMERICH VOGL,C,
201,1098,PER,BRU FRANCISCO (ESP),S,0,DEMETRIO NEYRA,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,RUDOLF WETZER,,
201,1098,PER,BRU FRANCISCO (ESP),S,0,ALBERTO SORIA,,
201,1098,ROU,LUCHIDE OCTAV (ROU),S,0,STEFAN BARBU,,
201,1098,PER,BRU FRANCISCO (ESP),S,0,LUIS SOUZA,,G75'
201,1098,ROU,LUCHIDE OCTAV (ROU),N,0,IOSIF CZAKO,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,JORGE PARDON,,
201,1098,ROU,LUCHIDE OCTAV (ROU),N,0,ILILE SUBASEANU,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,JOSE FLORES,,
201,1098,ROU,LUCHIDE OCTAV (ROU),N,0,SAMUEL ZAUBER,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,ANTONIO MAQUILON,,
201,1098,ROU,LUCHIDE OCTAV (ROU),N,0,CORNELIU ROBE,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,LIZARDO NUE RODRIGUEZ,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,JULIO QUINTANA,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,ARTURO FERNANDEZ,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,PABLO PACHECO,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,CARLOS CILLONIZ,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,JORGE GONGORA,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,JORGE SARMIENTO,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,JUAN ALFONSO VALLE,,
201,1098,PER,BRU FRANCISCO (ESP),N,0,EDUARDO ASTENGO,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,ANGEL BOSSIO,GK,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,ALEX THEPOT,GK,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,FRANCISCO VARALLO,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,ALEX VILLAPLANE,C,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,PEDRO SUAREZ,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,LUCIEN LAURENT,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,JOSE DELLA TORRE,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,MARCEL CAPELLE,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,JUAN EVARISTO,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,AUGUSTIN CHANTREL,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,MARIO EVARISTO,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,EDMOND DELFOUR,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,MANUEL FERREIRA,C,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,MARCEL LANGILLER,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,ROBERTO CERRO,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,ERNEST LIBERATI,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,RAMON MUTTIS,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,ANDRE MASCHINOT,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,LUIS MONTI,,G81'
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,ETIENNE MATTLER,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),S,0,NATALIO PERINETTI,,
201,1085,FRA,CAUDRON RAOUL (FRA),S,0,MARCEL PINEL,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,ALEJANDRO SCOPELLI,,
201,1085,FRA,CAUDRON RAOUL (FRA),N,0,CELESTIN DELMER,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,CARLOS SPADARO,,
201,1085,FRA,CAUDRON RAOUL (FRA),N,0,ANDRE TASSIN,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,CARLOS PEUCELLE,,
201,1085,FRA,CAUDRON RAOUL (FRA),N,0,NOUMA ANDOIRE,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,RODOLFO ORLANDINI,,
201,1085,FRA,CAUDRON RAOUL (FRA),N,0,JEAN LAURENT,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,FERNANDO PATERNOSTER,,
201,1085,FRA,CAUDRON RAOUL (FRA),N,0,EMILE VEINANTE,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,ADOLFO ZUMELZU,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,GUILLERMO STABILE,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,EDMUNDO PIAGGIO,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,ATILIO DEMARIA,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,JUAN BOTASSO,,
201,1085,ARG,OLAZAR FRANCISCO (ARG),N,0,ALBERTO CHIVIDINI,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,ROBERTO CORTES,GK,
201,1095,MEX,LUQUE JUAN (MEX),S,0,ISIDORO SOTA,GK,
201,1095,CHI,ORTH GYORGY (HUN),S,0,VICTOR MORALES,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,LUIS PEREZ,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,TOMAS OJEDA,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,FELIPE ROSAS,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,ULISES POIRIER,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,MANUEL ROSAS,,W51'
201,1095,CHI,ORTH GYORGY (HUN),S,0,GUILLERMO SAAVEDRA,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,JOSE RUIZ,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,CARLOS SCHNEBERGER,C,
201,1095,MEX,LUQUE JUAN (MEX),S,0,ALFREDO SANCHEZ,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,GUILLERMO SUBIABRE,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,JUAN CARRENO,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,ARTURO TORRES,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,ROBERTO GAYON,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,CARLOS VIDAL,,G3' G65'
201,1095,MEX,LUQUE JUAN (MEX),S,0,RAFAEL GARZA,C,
201,1095,CHI,ORTH GYORGY (HUN),S,0,EBERARDO VILLALOBOS,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,HILARIO LOPEZ,,
201,1095,CHI,ORTH GYORGY (HUN),S,0,HUMBERTO ELGUETA,,
201,1095,MEX,LUQUE JUAN (MEX),S,0,EFRAIN AMEZCUA,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,GUILLERMO RIVEROS,,
201,1095,MEX,LUQUE JUAN (MEX),N,0,OSCAR BONFIGLIO,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,ARTURO CODDOU,,
201,1095,MEX,LUQUE JUAN (MEX),N,0,DIONISIO MEJIA,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,HORACIO MUNOZ,,
201,1095,MEX,LUQUE JUAN (MEX),N,0,FELIPE OLIVARES,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,CESAR ESPINOZA,,
201,1095,MEX,LUQUE JUAN (MEX),N,0,RAIMUNDO RODRIGUEZ,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,CASIMIRO TORRES,,
201,1095,MEX,LUQUE JUAN (MEX),N,0,FRANCISCO GARZA GUTIERREZ,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,JUAN AGUILERA,,
201,1095,MEX,LUQUE JUAN (MEX),N,0,JESUS CASTRO,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,GUILLERMO ARELLANO,,
201,1095,CHI,ORTH GYORGY (HUN),N,0,ERNESTO CHAPARRO,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,MILOVAN JAKSIC,GK,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,JESUS BERMUDEZ,GK,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,BLAGOJE MARJANOVIC,,G65'
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,JOSE BUSTAMANTE,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,DRAGAN MIHAJLOVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,CASIANO CHAVARRIA,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,DRAGUTIN NAJDANOVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,SEGUNDO DURANDAL,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,LJUBISA STEFANOVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,RENE FERNANDEZ,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,DJORDJE VUJADINOVIC,,G85'
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,GUMERCINDO GOMEZ,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,ALEKSANDAR TIRNANIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,DIOGENES LARA,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,MILORAD ARSENIJEVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,RAFAEL MENDEZ,C,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,IVICA BEK,,G60' G67'
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,JORGE BALDERRAMA,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,MOMCILO DJOKIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,MARIO ALBORTA,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),S,0,MILUTIN IVKOVIC,C,
201,1092,BOL,SAUCEDO ULISES (BOL),S,0,JORGE ARGOTE,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),N,0,MILAN STOJANOVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),N,0,MIGUEL BRITO,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),N,0,TEOFILO SPASOJEVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),N,0,JOSE NOYA,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),N,0,BRANISLAV HRNJICEK,,
201,1092,BOL,SAUCEDO ULISES (BOL),N,0,MIGUEL MURILLO,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),N,0,VLASTIMIR PETKOVIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),N,0,LUIS REYES PENARANDA,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),N,0,DRAGAN TOSIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),N,0,EDUARDO REYES ORTIZ,,
201,1092,YUG,SIMONOVIC BOSKO (YUG),N,0,BRANISLAV SEKULIC,,
201,1092,BOL,SAUCEDO ULISES (BOL),N,0,RENATO SAINZ,,
201,1097,USA,MILLAR BOB (USA),S,0,JIMMY DOUGLAS,GK,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,MODESTO DENIS,GK,
201,1097,USA,MILLAR BOB (USA),S,0,TOM FLORIE,C,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,EUSEBIO DIAZ,,
201,1097,USA,MILLAR BOB (USA),S,0,JIMMY GALLAGHER,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,DIOGENES DOMINGUEZ,,
201,1097,USA,MILLAR BOB (USA),S,0,BILLY GONSALVES,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,ROMILDO ETCHEVERRY,,
201,1097,USA,MILLAR BOB (USA),S,0,BART MCGHEE,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,DELFIN BENITEZ CACERES,,
201,1097,USA,MILLAR BOB (USA),S,0,GEORGE MOORHOUSE,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,AURELIO GONZALEZ,,
201,1097,USA,MILLAR BOB (USA),S,0,BERT PATENAUDE,,G10' G15' G50'
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,JOSE LEON MIRACCA,,
201,1097,USA,MILLAR BOB (USA),S,0,RALPH TRACY,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,LINO NESSI,,
201,1097,USA,MILLAR BOB (USA),S,0,ALEXANDER WOOD,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,QUITERIO OLMEDO,,
201,1097,USA,MILLAR BOB (USA),S,0,ANDREW AULD,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,LUIS VARGAS PENA,C,
201,1097,USA,MILLAR BOB (USA),S,0,JIM BROWN,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),S,0,FRANCISCO AGUIRRE,,
201,1097,USA,MILLAR BOB (USA),N,0,FRANK VAUGHN,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,SANTIAGO BENITEZ,,
201,1097,USA,MILLAR BOB (USA),N,0,MIKE BOOKIE,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,GERARDO ROMERO,,
201,1097,USA,MILLAR BOB (USA),N,0,JIM GENTLE,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,EUSTAQUIO CHAMORRO,,
201,1097,USA,MILLAR BOB (USA),N,0,PHIL SLONE,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,DIEGO FLORENTIN,,
201,1097,USA,MILLAR BOB (USA),N,0,ARNIE OLIVER,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,BERNABE RIVERA,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,JACINTO VILLALBA,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,AMADEO ORTEGA,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,CAYETANO CARRERAS SAGUEIR,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,PEDRO BENITEZ,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,SALVADOR FLORES,,
201,1097,PAR,DURAND LAGUNA JOSE (ARG),N,0,TRANQUILINO GARCETE,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,ENRIQUE BALLESTRERO,GK,
201,1099,PER,BRU FRANCISCO (ESP),S,0,JORGE PARDON,GK,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,HECTOR CASTRO,,G60'
201,1099,PER,BRU FRANCISCO (ESP),S,0,LUIS SOUZA,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,PEDRO CEA,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,EDUARDO ASTENGO,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,LORENZO FERNANDEZ,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,MARIO DE LAS CASAS,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,ALVARO GESTIDO,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,ALBERTO DENEGRI,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,VICTORIANO IRIARTE,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,PLACIDO GALINDO,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,JOSE ANDRADE,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,JOSE MARIA LAVALLE,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,PEDRO PETRONE,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,ANTONIO MAQUILON,C,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,DOMINGO TEJERA,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,DEMETRIO NEYRA,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,SANTOS URDINARAN,,
201,1099,PER,BRU FRANCISCO (ESP),S,0,ALEJANDRO VILLANUEVA,,
201,1099,URU,SUPPICI ALBERTO (URU),S,0,JOSE NASAZZI,C,
201,1099,PER,BRU FRANCISCO (ESP),S,0,JULIO LORES,,
201,1099,URU,SUPPICI ALBERTO (URU),N,0,JUAN CARLOS CALVO,,
201,1099,PER,BRU FRANCISCO (ESP),N,0,LIZARDO NUE RODRIGUEZ,,
201,1099,URU,SUPPICI ALBERTO (URU),N,0,MIGUEL CAPPUCCINI,,
201,1099,PER,BRU FRANCISCO (ESP),N,0,JULIO QUINTANA,,
201,1099,URU,SUPPICI ALBERTO (URU),N,0,CONDUELO PIRIZ,,
201,1099,PER,BRU FRANCISCO (ESP),N,0,ARTURO FERNANDEZ,,
201,1099,URU,SUPPICI ALBERTO (URU),N,0,ANGEL MELOGNO,,
201,1099,PER,BRU FRANCISCO (ESP),N,0,PABLO PACHECO,,
201,1099,URU,SUPPICI ALBERTO (URU),N,0,EMILIO RECOBA,,
